step,total_samples,exp_samples,noexp_samples,overall_mean,exp_mean,noexp_mean,overall_std,exp_std,noexp_std,overall_median,exp_median,noexp_median,exp_minus_noexp,relative_gain,better_flag,exp_ratio
70,256,128,128,0.9087109374999988,0.9060156250000005,0.9114062500000005,0.0857327038378759,0.10470310363794057,0.06148726742276086,0.915,0.95,0.9,-0.005390624999999982,-0.005914623692782422,noexp_better,0.5
71,256,128,128,0.8372656249999987,0.8522656250000002,0.8222656250000004,0.1497931375885673,0.13682689128652253,0.1608648615793545,0.85,0.85,0.85,0.029999999999999805,0.036484560570071004,exp_better,0.5
72,256,127,129,0.8564843749999985,0.8331496062992131,0.8794573643410855,0.16880939405023598,0.1960470496954448,0.13365832183640505,0.9,0.9,0.9,-0.04630775804187237,-0.05265492099957281,noexp_better,0.49609375
73,256,128,128,0.8258593749999986,0.8407031250000001,0.8110156249999998,0.175640128264764,0.15434486181311718,0.19410136098599148,0.85,0.875,0.85,0.02968750000000031,0.03660533667276795,exp_better,0.5
74,256,128,128,0.8215234374999985,0.8208593750000004,0.8221875000000005,0.2169314146549911,0.21695468282479247,0.21775858011246865,0.9,0.88,0.9,-0.0013281250000001243,-0.0016153553781833505,noexp_better,0.5
75,256,128,128,0.8484765624999983,0.8460937500000001,0.8508593750000002,0.16129021291405982,0.1637899287136773,0.15935908713209548,0.9,0.9,0.88,-0.004765625000000107,-0.005600954916903989,noexp_better,0.5
76,256,128,128,0.8307812499999988,0.8348437499999999,0.8267187500000001,0.17590375878002487,0.1862179925464548,0.165582290957518,0.85,0.85,0.85,0.008124999999999827,0.009828009828009618,exp_better,0.5
77,256,128,128,0.8491015624999987,0.8521875000000005,0.8460156250000003,0.18590840417433274,0.1832769837047345,0.18917283620716113,0.9,0.9,0.9,0.006171875000000271,0.007295225782621058,exp_better,0.5
78,256,128,128,0.8532421874999989,0.8700781250000001,0.8364062499999999,0.16873937421157437,0.14907323198379543,0.18540755013124274,0.9,0.9,0.88,0.03367187500000024,0.04025779936484244,exp_better,0.5
79,256,127,129,0.8067187499999989,0.8044881889763786,0.8089147286821707,0.21037449101682512,0.20570324079141533,0.21565394845561284,0.85,0.85,0.89,-0.0044265397057920985,-0.005472195707208247,noexp_better,0.49609375
80,256,128,128,0.8854296874999987,0.8813281250000005,0.8895312500000004,0.12239045096634417,0.1208719703591529,0.12422901999713601,0.9,0.9,0.9,-0.008203124999999978,-0.009221851396451753,noexp_better,0.5
81,256,128,128,0.8144921874999986,0.8219531250000003,0.80703125,0.18450499737506448,0.17177195371959203,0.1968106303343354,0.85,0.85,0.85,0.014921875000000306,0.018489835430784505,exp_better,0.5
82,256,128,128,0.8228124999999987,0.818125,0.8275000000000005,0.17706955540402872,0.18293645900010216,0.1715928159573966,0.85,0.85,0.85,-0.009375000000000466,-0.01132930513595222,noexp_better,0.5
83,256,128,128,0.8635546874999993,0.8746875000000005,0.8524218750000006,0.14632846793075086,0.13069732720519833,0.16019056610946988,0.9,0.9,0.9,0.022265624999999956,0.026120428924938068,exp_better,0.5
84,256,128,128,0.8554296874999985,0.8631250000000003,0.8477343750000002,0.16662218309549842,0.15452110423351012,0.17818072239352148,0.9,0.9,0.9,0.015390625000000102,0.01815500875495358,exp_better,0.5
85,256,128,128,0.8385156249999987,0.8397656250000001,0.8372656250000003,0.19372545701605257,0.1823791363074083,0.20515680518707374,0.9,0.9,0.9,0.0024999999999997247,0.002985910236073198,exp_better,0.5
86,256,128,128,0.8430468749999986,0.8539062500000001,0.8321875000000001,0.153075957532559,0.1366139129828014,0.16777345758750442,0.87,0.85,0.875,0.02171875000000001,0.02609838527975968,exp_better,0.5
87,256,128,128,0.8420312499999987,0.8527343749999999,0.8313281250000001,0.18565141011700226,0.16676974953580825,0.20288226714246405,0.9,0.88,0.9,0.02140624999999985,0.025749459637251955,exp_better,0.5
88,256,128,128,0.8294140624999994,0.8458593750000003,0.8129687500000001,0.18264518382377237,0.17011125282183473,0.19364452933185972,0.87,0.9,0.85,0.03289062500000017,0.04045742840668866,exp_better,0.5
89,256,128,128,0.8407812499999986,0.8342968750000005,0.8472656250000004,0.1835899496373457,0.1915731952127326,0.1757580425406375,0.9,0.9,0.9,-0.012968749999999862,-0.015306592899953727,noexp_better,0.5
90,256,128,128,0.8501171874999984,0.84421875,0.856015625,0.15356286934244967,0.1523289508004585,0.15515975939346957,0.88,0.87,0.88,-0.011796874999999929,-0.01378114447385225,noexp_better,0.5
91,256,128,128,0.8871484374999982,0.89109375,0.883203125,0.12001663870554145,0.11244060111688997,0.12746426761142332,0.9,0.9,0.9,0.00789062500000004,0.008934099955771827,exp_better,0.5
92,256,128,128,0.8612109374999983,0.8612500000000005,0.8611718750000004,0.15747174797186234,0.16690324416675018,0.1480988236447563,0.9,0.9,0.9,7.812500000015099e-05,9.071940488087928e-05,exp_better,0.5
93,256,128,128,0.8710546874999985,0.8601562500000001,0.8819531249999998,0.14150473191526763,0.1486738457213467,0.1336469587998795,0.9,0.9,0.9,-0.021796874999999716,-0.02471432367791624,noexp_better,0.5
94,256,128,128,0.8220312499999989,0.8272656250000001,0.8167968750000004,0.19711192948448866,0.19478522330634818,0.20003910481384485,0.87,0.88,0.85,0.010468749999999694,0.012816834050693067,exp_better,0.5
95,256,128,128,0.8558203124999987,0.8696093750000005,0.8420312500000001,0.16917826465844582,0.13359594943969264,0.19808277668016178,0.9,0.9,0.9,0.027578125000000342,0.03275190202263911,exp_better,0.5
96,256,128,128,0.8414843749999982,0.8407812499999999,0.8421875000000002,0.187409962041907,0.20196908383901643,0.1724210991528324,0.9,0.9,0.9,-0.0014062500000002753,-0.001669758812616282,noexp_better,0.5
97,256,128,128,0.857539062499999,0.8521093750000002,0.8629687500000001,0.156206871498764,0.17142135013322016,0.13981629891019462,0.9,0.9,0.9,-0.010859374999999893,-0.012583740720622726,noexp_better,0.5
98,256,128,128,0.8758203124999987,0.8682031250000005,0.8834375000000005,0.1561827453297114,0.1636321666861667,0.14861267895592453,0.9,0.9,0.9,-0.015234375000000022,-0.01724442872302796,noexp_better,0.5
99,256,128,128,0.8550390624999986,0.8464843749999997,0.8635937500000004,0.1541020747703593,0.16942045653497598,0.13722637412649766,0.88,0.88,0.9,-0.01710937500000065,-0.01981183282069913,noexp_better,0.5
100,256,128,128,0.816874999999999,0.824296875,0.8094531250000002,0.21254295990204328,0.20489168866658714,0.2204837508743134,0.9,0.9,0.9,0.014843749999999822,0.01833799826271573,exp_better,0.5
101,256,128,128,0.8252343749999986,0.823515625,0.8269531249999997,0.17210331982875413,0.16447286277250323,0.18004180876547343,0.85,0.85,0.85,-0.00343749999999976,-0.004156825696740382,noexp_better,0.5
102,256,128,128,0.8615624999999987,0.8650781250000001,0.8580468750000002,0.16391263813744342,0.16940375333415955,0.15881975418966665,0.9,0.9,0.9,0.007031249999999933,0.0081944823818628,exp_better,0.5
